Ticker,SimFinId,Date,Open,High,Low,Close,Adj. Close,Volume,Dividend,Shares Outstanding,Returns,SMA_5,SMA_20,EMA_12,RSI_14,Volatility_20,Volume_Change,High_Low_Range,Target
AMZN,62747,2020-05-18,120.22,121.65,119.2,121.31,121.31,87331440,,9975520640.0,0.006805544028550159,119.498,118.5375,119.21032850472334,59.473150962512655,0.024736366754141273,0.031079698442791903,2.450000000000003,1
AMZN,62747,2020-05-19,121.49,124.25,121.45,122.47,122.47,86409960,,9975520640.0,0.009562278460143459,120.422,118.84049999999999,119.71181642707359,56.881063600431176,0.023875625507245354,-0.010551526460573668,2.799999999999997,1
AMZN,62747,2020-05-20,123.89,125.0,123.36,124.9,124.9,79962860,,9975520640.0,0.01984159385972073,121.72200000000001,119.17699999999999,120.50999851521611,52.38095238095238,0.024026555827268956,-0.07461061201741093,1.6400000000000006,0
AMZN,62747,2020-05-21,125.0,126.27,122.13,122.34,122.34,102288060,,9975520640.0,-0.020496397117694132,122.30199999999999,119.29549999999999,120.79153720518286,71.8954248366013,0.024398843563250814,0.27919461610052476,4.140000000000001,0
AMZN,62747,2020-05-22,122.75,123.49,121.51,121.84,121.84,57341580,,9975520640.0,-0.004086970737289475,122.572,119.362,120.95283917361627,67.39631336405529,0.024414520769565257,-0.4394108168636691,1.9799999999999898,0
AMZN,62747,2020-05-26,122.9,123.1,120.7,121.09,121.09,71363060,,9975520640.0,-0.006155613919894942,122.52799999999999,119.47650000000002,120.97394083921377,64.42841287458378,0.024219549644226186,0.2445255258051835,2.3999999999999915,0
AMZN,62747,2020-05-27,120.25,120.68,116.5,120.52,120.52,101138900,,9975520640.0,-0.004707242546866053,122.13799999999999,119.7175,120.90410378702704,58.747044917257654,0.023407664669816204,0.4172444399105084,4.180000000000007,0
AMZN,62747,2020-05-28,119.22,121.85,118.91,120.06,120.06,63862720,,9975520640.0,-0.003816793893129722,121.17,119.7885,120.77424166594595,55.07246376811596,0.02279386329949303,-0.3685642220747902,2.9399999999999977,1
AMZN,62747,2020-05-29,120.8,122.12,119.91,122.12,122.12,70586580,,9975520640.0,0.0171580876228552,121.126,119.7095,120.98128140964657,58.712541620421746,0.020973404582444715,0.10528615129452668,2.210000000000008,1
AMZN,62747,2020-06-01,122.4,123.85,122.21,123.55,123.55,58760640,,9975520640.0,0.011709793645594546,121.468,120.172,121.37646888508556,58.62068965517239,0.011263687877286741,-0.16753807876794713,1.6400000000000006,1
AMZN,62747,2020-06-02,123.35,123.68,122.27,123.62,123.62,50598060,,9975520640.0,0.0005665722379604166,121.974,120.56300000000002,121.72162751814932,68.67313915857606,0.011074346084851753,-0.13891237399728795,1.4100000000000108,1
AMZN,62747,2020-06-03,123.4,124.4,123.06,123.92,123.92,53420480,,9975520640.0,0.0024267917812650364,122.654,120.9645,122.05983866920327,68.15789473684208,0.01106045790917575,0.0557811900298153,1.3400000000000034,0
AMZN,62747,2020-06-04,123.87,125.38,122.5,123.03,123.03,58974200,,9975520640.0,-0.007182052937378947,123.248,121.23799999999999,122.20909425855662,61.92691029900333,0.010984134288340308,0.1039623754784682,2.8799999999999955,1
AMZN,62747,2020-06-05,122.23,124.43,121.86,124.15,124.15,66128900,,9975520640.0,0.00910347069820383,123.654,121.52649999999998,122.5076951418556,62.10317460317462,0.011041623958944527,0.12131915312119546,2.5700000000000074,1
